l	sl	w	sw	air_Pre	air_Imp	build-Imp
24.62481535	20.21236622	49.6983107	26.36584948	264518	104456.8812	78591.32559
12.58019471	37.7603027	53.93965627	21.11263804	155822	57404.7073	43404.62078
10.94231053	61.27240007	34.55453291	6.814297831	173922	30742.06193	36247.47245
26.35576061	68.68101384	61.0667387	27.6228552	236852	98516.57425	68693.38389
16.62605364	93.3485828	31.46306315	33.46781275	257325	117691.7086	101038.0468
18.26758137	75.98530412	46.5026856	20.46491157	216691	74844.38468	62280.15461
26.88525431	96.63270354	51.33778123	12.14783505	238248	54275.27575	57928.87621
22.90759959	98.38088016	42.40327491	34.10848589	179837	95068.12803	81519.05766
8.733431059	25.15263946	48.03765341	10.30048575	322005	61477.52517	43349.61813
9.851766163	44.3426344	59.95051354	14.93591823	276223	85487.84718	51108.23754
7.005061066	63.18364386	74.65474093	8.464783645	146423	27398.82849	28696.14767
24.39562258	61.56746695	58.92376937	31.2484246	295974	123393.6425	83015.61306
7.350307007	46.2096091	21.52230464	13.73680077	207963	56261.90654	48989.7183
29.81132823	97.62730811	29.33199868	12.79241796	271714	80227.35971	80266.61919
25.57696337	93.29909512	77.46011898	36.23557626	158950	94019.51418	80043.42498
25.08050581	88.6664777	31.00707496	13.95783202	179053	47154.64908	50331.59841
26.69313863	48.92203055	79.61450059	17.27855286	252855	81273.26935	58952.6165
8.496385707	71.57250722	72.46022818	37.02477885	249824	123102.5377	73808.27232
5.901959522	45.36622581	27.0983843	38.99534078	100219	76585.8357	66479.51734
6.580007884	95.33446684	55.00984887	39.79558487	53966	49503.79077	44362.45366
20.50673438	92.78878815	64.80144814	11.62426066	65205	17291.04789	22746.92086
22.61110184	78.75416602	71.76874074	29.39470683	82187	51875.60318	49437.55276
21.48426978	41.09413177	72.22139223	37.62601521	230753	119189.1884	17328.5367
8.677290706	83.04769798	54.49086488	8.123787918	324287	61612.5802	59489.35834
10.70023227	36.33578726	65.45226396	38.17992006	131421	88346.85505	66617.19143
26.76639043	45.05650277	45.40446344	10.63958482	247675	65678.91973	56705.14102
10.59777466	94.34148884	73.14358053	24.67160373	175867	71958.75912	54534.01001
17.61826913	42.98499924	24.75809736	28.39936034	159676	75293.09846	65164.89589
23.65445907	85.1547376	58.43809981	25.12890657	247127	95912.94465	74053.17796
18.00765549	86.59435068	52.92235695	15.36980688	273393	85387.03974	65440.51206
18.30861336	35.65821543	76.00207464	17.57720557	121863	40956.85997	39914.2285
16.80893697	82.43073153	52.17590227	8.603673703	277681	73596.88457	66476.44693
15.31582453	52.31949822	39.40107538	26.83082149	221053	92153.83546	61075.28517
14.88852382	75.15943829	51.61525553	7.006469681	23078	3609.20301	4636.190466
24.86573603	29.23888229	39.87407298	10.17115974	255975	56935.41426	47018.22855
22.1941724	41.54821932	70.73636739	22.06517409	264578	96682.08944	10303.86338
16.18311411	32.1583367	69.84744103	38.22997071	97848	74241.42356	62495.90981
16.29890712	71.08493826	79.22478377	39.44192399	79369	66082.8661	55631.25585
16.56119773	97.79471418	34.36563424	35.74442698	278398	128110.2496	108358.7548
20.86857874	60.88633233	59.04826426	34.53524815	212560	106113.607	73809.26929
